,metric_name,score,num_topics
0,V_measure,0.5395942040682735,48
1,completeness,0.5567091564129516,48
2,homogeneity,0.523500197303574,48
3,V_measure,0.5463059720357384,49
4,completeness,0.5561035186597657,49
5,homogeneity,0.5368476787750242,49
6,V_measure,0.5331901215485485,50
7,completeness,0.5416417253608569,50
8,homogeneity,0.5249982176933643,50
9,V_measure,0.5326444931506649,49
10,completeness,0.5450793382846872,49
11,homogeneity,0.5207643437646823,49
12,V_measure,0.527799190709756,49
13,completeness,0.5422532920164231,49
14,homogeneity,0.51409564902234,49
15,V_measure,0.5581535250587024,49
16,completeness,0.5683145239517314,49
17,homogeneity,0.548349484738428,49
18,V_measure,0.5420777744122973,49
19,completeness,0.5548420290364572,49
20,homogeneity,0.5298876015092192,49
21,V_measure,0.5384363572261684,48
22,completeness,0.5541513668596824,48
23,homogeneity,0.523588082455312,48
24,V_measure,0.5469234268698043,50
25,completeness,0.5581882537569778,50
26,homogeneity,0.5361042778764248,50
27,V_measure,0.5374453663276322,49
28,completeness,0.5542909431133,49
29,homogeneity,0.5215935045202748,49
