,metric_name,score,num_topics
0,V_measure,0.5640798003927862,50
1,completeness,0.6012806730583827,50
2,homogeneity,0.5312139157510415,50
3,V_measure,0.5585732341494718,50
4,completeness,0.5981672515242327,50
5,homogeneity,0.5238954331971325,50
6,V_measure,0.5648304842350326,50
7,completeness,0.6027355745627307,50
8,homogeneity,0.5314108908527918,50
9,V_measure,0.5627426930633945,50
10,completeness,0.6012345620450326,50
11,homogeneity,0.5288828789909833,50
12,V_measure,0.5596436634201074,50
13,completeness,0.5969547746718454,50
14,homogeneity,0.5267222538809642,50
15,V_measure,0.5565687142263979,50
16,completeness,0.5946942401531049,50
17,homogeneity,0.5230370894548094,50
18,V_measure,0.5514095854004967,50
19,completeness,0.5904858058038351,50
20,homogeneity,0.5171842007764683,50
21,V_measure,0.5540618586087984,50
22,completeness,0.5918286182631929,50
23,homogeneity,0.52082603480565,50
24,V_measure,0.5579337505617312,50
25,completeness,0.5982114965491486,50
26,homogeneity,0.5227376777294696,50
27,V_measure,0.5562423534493881,50
28,completeness,0.5980562290240691,50
29,homogeneity,0.5198933376267387,50
