,metric_name,score,num_topics
0,V_measure,0.4769206483938948,50
1,completeness,0.560115691999073,50
2,homogeneity,0.41524371383742176,50
3,V_measure,0.4640568602403059,50
4,completeness,0.5512882229143379,50
5,homogeneity,0.4006597253823458,50
6,V_measure,0.4810087171961574,50
7,completeness,0.5649591523931795,50
8,homogeneity,0.41877987682389894,50
9,V_measure,0.4797178212202502,50
10,completeness,0.5568925348123089,50
11,homogeneity,0.4213295579077302,50
12,V_measure,0.47312895882836226,50
13,completeness,0.5529782585876211,50
14,homogeneity,0.41343020589010354,50
15,V_measure,0.48246907959949253,50
16,completeness,0.5580602816763507,50
17,homogeneity,0.4249131223786217,50
18,V_measure,0.462727726068797,50
19,completeness,0.5532706463555236,50
20,homogeneity,0.39765186904016403,50
21,V_measure,0.4698061661788136,50
22,completeness,0.5553319513536027,50
23,homogeneity,0.40710809927232106,50
24,V_measure,0.5001622469994116,50
25,completeness,0.578096129352409,50
26,homogeneity,0.4407448651425478,50
27,V_measure,0.4847756127011084,50
28,completeness,0.5642264371213908,50
29,homogeneity,0.42493844834998434,50
