,metric_name,score,num_topics
0,V_measure,0.2132622525800886,20
1,completeness,0.21520782680817327,20
2,homogeneity,0.2113515408875104,20
3,adjusted_mutual_info,0.044967323493381554,20
4,V_measure,0.19768322738288116,20
5,completeness,0.2003334665938128,20
6,homogeneity,0.19510219341034357,20
7,adjusted_mutual_info,0.02709139080606733,20
8,V_measure,0.18941409810559282,20
9,completeness,0.1913923468136179,20
10,homogeneity,0.18747632574755513,20
11,adjusted_mutual_info,0.01577340692330284,20
12,V_measure,0.18533922336179431,20
13,completeness,0.18701016901994227,20
14,homogeneity,0.18369787323998013,20
15,adjusted_mutual_info,0.010778540796826299,20
16,V_measure,0.20322505555670217,20
17,completeness,0.20421730225017423,20
18,homogeneity,0.20224240445471967,20
19,adjusted_mutual_info,0.0315733031378646,20
20,V_measure,0.18622707933595,20
21,completeness,0.1884942968363375,20
22,homogeneity,0.18401375399732203,20
23,adjusted_mutual_info,0.012950146500258698,20
24,V_measure,0.2002840451502523,20
25,completeness,0.20283715637502714,20
26,homogeneity,0.19779440701017856,20
27,adjusted_mutual_info,0.02965855901359306,20
28,V_measure,0.19490858706358963,20
29,completeness,0.19665079489716816,20
30,homogeneity,0.19319697797183769,20
31,adjusted_mutual_info,0.022386799583265615,20
32,V_measure,0.17883784376653042,20
33,completeness,0.179851995981364,20
34,homogeneity,0.1778350646552335,20
35,adjusted_mutual_info,0.0020969334710038185,20
36,V_measure,0.2031820036809793,20
37,completeness,0.20588034382026968,20
38,homogeneity,0.20055347930012682,20
39,adjusted_mutual_info,0.0334269345635436,20
