,metric_name,score,num_topics
0,V_measure,0.28635527715144,20
1,completeness,0.2912798183300033,20
2,homogeneity,0.2815944817452859,20
3,V_measure,0.26841859143601415,20
4,completeness,0.27141760578684737,20
5,homogeneity,0.2654851276853742,20
6,V_measure,0.2926767425504482,20
7,completeness,0.2959566273258628,20
8,homogeneity,0.28946875838679004,20
9,V_measure,0.28764733254720226,20
10,completeness,0.2934960525424843,20
11,homogeneity,0.28202716189516214,20
12,V_measure,0.2781426629564138,20
13,completeness,0.28099792984077954,20
14,homogeneity,0.2753448380813333,20
15,V_measure,0.3106072631520579,20
16,completeness,0.31362011253171657,20
17,homogeneity,0.30765174994693845,20
18,V_measure,0.25808210519455066,20
19,completeness,0.26100838360167394,20
20,homogeneity,0.25522071485670045,20
21,V_measure,0.2540643772729484,20
22,completeness,0.2572263254667094,20
23,homogeneity,0.2509792214495924,20
24,V_measure,0.30366746184768534,20
25,completeness,0.3092539361674698,20
26,homogeneity,0.29827923841492854,20
27,V_measure,0.3266039145926997,20
28,completeness,0.32776369318629966,20
29,homogeneity,0.3254523147184773,20
