,metric_name,score,num_topics
0,V_measure,0.5989574256299524,50
1,completeness,0.6567043046180501,50
2,homogeneity,0.5505455498145956,50
3,V_measure,0.5948357659388027,50
4,completeness,0.6642829039643621,50
5,homogeneity,0.5385348934439855,50
6,V_measure,0.5990508794588926,50
7,completeness,0.657688289351244,50
8,homogeneity,0.5500134206572651,50
9,V_measure,0.5630579460565013,50
10,completeness,0.6349197845036546,50
11,homogeneity,0.5058091752311251,50
12,V_measure,0.6032366373862752,50
13,completeness,0.6619848448498659,50
14,homogeneity,0.5540657675211385,50
