,metric_name,score,num_topics
0,V_measure,0.2886776028054398,39
1,completeness,0.2938716597426686,39
2,homogeneity,0.2836639625857585,39
3,V_measure,0.2870917800986508,39
4,completeness,0.29088778968158796,39
5,homogeneity,0.28339356814686745,39
6,V_measure,0.280471508339325,39
7,completeness,0.28590115503654184,39
8,homogeneity,0.275244250562752,39
9,V_measure,0.2851904166321803,39
10,completeness,0.2887244390258739,39
11,homogeneity,0.2817418618360266,39
12,V_measure,0.28108740389263137,39
13,completeness,0.28569092946110325,39
14,homogeneity,0.27662988488606516,39
15,V_measure,0.28146507420898015,39
16,completeness,0.2862380027536706,39
17,homogeneity,0.2768487091774958,39
18,V_measure,0.2866279171482583,39
19,completeness,0.29134527487966927,39
20,homogeneity,0.2820608888506555,39
21,V_measure,0.28493412890358394,39
22,completeness,0.2891020483124431,39
23,homogeneity,0.28088467748743273,39
24,V_measure,0.2891166290255505,39
25,completeness,0.29294921575103816,39
26,homogeneity,0.28538302896896117,39
27,V_measure,0.2847430310732624,39
28,completeness,0.2885544065730749,39
29,homogeneity,0.28103102823667725,39
