,metric_name,score,num_topics
0,V_measure,0.5537656903501527,49
1,completeness,0.6016996779370125,49
2,homogeneity,0.5129054345845165,49
3,V_measure,0.5374679788733281,49
4,completeness,0.5850726851493857,49
5,homogeneity,0.4970271387013646,49
6,V_measure,0.5285889065970073,49
7,completeness,0.5837309964122348,49
8,homogeneity,0.48296560896363727,49
9,V_measure,0.5340284802644805,49
10,completeness,0.585830369526268,49
11,homogeneity,0.49064346669901016,49
12,V_measure,0.5254866497447174,49
13,completeness,0.5791775918219234,49
14,homogeneity,0.4809057111097029,49
15,V_measure,0.5520737949035681,49
16,completeness,0.6054466120620647,49
17,homogeneity,0.5073487421706121,49
18,V_measure,0.5612702642910739,49
19,completeness,0.6092005014079068,49
20,homogeneity,0.5203319619458003,49
21,V_measure,0.5220836916680655,49
22,completeness,0.5765678349405372,49
23,homogeneity,0.4770077175183382,49
24,V_measure,0.5172865679708774,49
25,completeness,0.5697939324505983,49
26,homogeneity,0.47363993811667005,49
27,V_measure,0.5215957677904343,49
28,completeness,0.5745790504920726,49
29,homogeneity,0.47755893740869715,49
