,metric_name,score,num_topics
0,V_measure,0.5625061472431553,20
1,completeness,0.593282757300406,20
2,homogeneity,0.5347651449378612,20
3,V_measure,0.5728006928271806,20
4,completeness,0.5948892166073934,20
5,homogeneity,0.5522937589515973,20
6,V_measure,0.5717787085419356,20
7,completeness,0.6061061444670334,20
8,homogeneity,0.541131194761052,20
9,V_measure,0.5919579601980804,20
10,completeness,0.6246453642140695,20
11,homogeneity,0.5625214708875351,20
12,V_measure,0.6029479561137331,20
13,completeness,0.6295599644339862,20
14,homogeneity,0.5784945251672271,20
