,metric_name,score,num_topics
0,V_measure,0.5172112955771166,39
1,completeness,0.5665044806636457,39
2,homogeneity,0.47580972239858277,39
3,V_measure,0.5002937274076311,39
4,completeness,0.5526946415664146,39
5,homogeneity,0.4569685890620918,39
6,V_measure,0.48303694216420656,39
7,completeness,0.5342586212380416,39
8,homogeneity,0.4407776838780406,39
9,V_measure,0.5141168813509647,39
10,completeness,0.5682483404193621,39
11,homogeneity,0.46940158541409965,39
12,V_measure,0.5192997590394955,39
13,completeness,0.578444520351098,39
14,homogeneity,0.47112790110382224,39
15,V_measure,0.5162517611610007,39
16,completeness,0.5789465457838271,39
17,homogeneity,0.4658087933480777,39
18,V_measure,0.5286160968048611,39
19,completeness,0.5793036274687031,39
20,homogeneity,0.48608495288274356,39
21,V_measure,0.49754995533161367,39
22,completeness,0.553399764103339,39
23,homogeneity,0.45193963224428113,39
24,V_measure,0.48748292351133066,39
25,completeness,0.5411686611268908,39
26,homogeneity,0.4434874846627286,39
27,V_measure,0.49168252801958967,39
28,completeness,0.54832050769573,39
29,homogeneity,0.44564977435071085,39
