,metric_name,score,num_topics
0,V_measure,0.44681024187373275,49
1,completeness,0.48691085463724243,49
2,homogeneity,0.4128121875685427,49
3,V_measure,0.46214319936682635,50
4,completeness,0.5038885650225128,50
5,homogeneity,0.42678554333015467,50
6,V_measure,0.4566989831510204,50
7,completeness,0.49618232034249155,50
8,homogeneity,0.42303619425809896,50
9,V_measure,0.4566669190292322,49
10,completeness,0.4997220022997877,49
11,homogeneity,0.42044241223184,49
12,V_measure,0.45745059612206757,50
13,completeness,0.4971850337182739,50
14,homogeneity,0.42359721002589934,50
15,V_measure,0.4441956259888455,48
16,completeness,0.48713423486798796,48
17,homogeneity,0.40821351055857524,48
18,V_measure,0.4705730985802807,49
19,completeness,0.5079863247875133,49
20,homogeneity,0.4382928047074462,49
21,V_measure,0.4478386259374393,50
22,completeness,0.4890507662507322,50
23,homogeneity,0.4130325173800089,50
24,V_measure,0.44340068638477687,50
25,completeness,0.48438741765190946,50
26,homogeneity,0.40880906284580554,50
27,V_measure,0.4401204643186472,48
28,completeness,0.48073238065881907,48
29,homogeneity,0.4058357592218519,48
