,metric_name,score,num_topics
0,V_measure,0.6331356411128561,50
1,completeness,0.6593472041866362,50
2,homogeneity,0.6089284168983581,50
3,V_measure,0.617940824348061,51
4,completeness,0.6486625203655392,51
5,homogeneity,0.5899975932505219,51
6,V_measure,0.6093370382505983,50
7,completeness,0.6372403133751945,50
8,homogeneity,0.5837748899928641,50
9,V_measure,0.61369474795335,51
10,completeness,0.6526095307411818,51
11,homogeneity,0.5791597397874573,51
12,V_measure,0.6021128332331678,51
13,completeness,0.6380730441554789,51
14,homogeneity,0.5699896340898314,51
