,metric_name,score,num_topics
0,V_measure,0.4094349263379557,38
1,completeness,0.4214531041171446,38
2,homogeneity,0.39808316685757694,38
3,V_measure,0.4027556950868066,38
4,completeness,0.4152100772777263,38
5,homogeneity,0.3910267023095885,38
6,V_measure,0.3851542842501119,39
7,completeness,0.39440214053834804,39
8,homogeneity,0.37633017549860426,39
9,V_measure,0.3961026904422274,38
10,completeness,0.4090683231263888,38
11,homogeneity,0.38393371228591183,38
12,V_measure,0.4216381192628988,38
13,completeness,0.4320061962226852,38
14,homogeneity,0.41175604262619037,38
15,V_measure,0.4397222769106346,38
16,completeness,0.452810607271317,38
17,homogeneity,0.4273693180127035,38
18,V_measure,0.4022590512436753,38
19,completeness,0.4119842806344186,38
20,homogeneity,0.39298237747927744,38
21,V_measure,0.4123163930469032,38
22,completeness,0.4248575723181169,38
23,homogeneity,0.4004943798772901,38
24,V_measure,0.3921045057536519,38
25,completeness,0.40118799502731806,38
26,homogeneity,0.3834232368659596,38
27,V_measure,0.40340018219764845,38
28,completeness,0.4109945753013108,38
29,homogeneity,0.3960813568273295,38
