,metric_name,score,num_topics
0,V_measure,0.5154572653214773,40
1,completeness,0.5384940215132772,40
2,homogeneity,0.49431067136801216,40
3,V_measure,0.45136416180549654,41
4,completeness,0.4910742745506108,41
5,homogeneity,0.4175957952457354,41
6,V_measure,0.4700821135762178,42
7,completeness,0.4944204734835766,42
8,homogeneity,0.4480274960356468,42
9,V_measure,0.44206864572752974,40
10,completeness,0.4821079577096682,40
11,homogeneity,0.40816992509598576,40
12,V_measure,0.5286517113663416,40
13,completeness,0.5505534825468391,40
14,homogeneity,0.5084258356474353,40
