,metric_name,score,num_topics
0,V_measure,0.5938929990680006,50
1,completeness,0.6435102282906514,50
2,homogeneity,0.5513794256276943,50
3,V_measure,0.5572982391710398,51
4,completeness,0.6011964431578586,51
5,homogeneity,0.5193745145006994,51
6,V_measure,0.5481222992738983,50
7,completeness,0.5875613126219184,50
8,homogeneity,0.51364480096643,50
9,V_measure,0.5955188052962554,51
10,completeness,0.6273827475150572,51
11,homogeneity,0.5667350782064308,51
12,V_measure,0.5814084924263159,52
13,completeness,0.6043098385779413,52
14,homogeneity,0.5601795388222907,52
