,metric_name,score,num_topics
0,V_measure,0.7051406412977372,49
1,completeness,0.7439477423938347,49
2,homogeneity,0.6701814655335823,49
3,adjusted_mutual_info,0.4806260487192708,49
4,V_measure,0.5700068065223152,49
5,completeness,0.6158493673490466,49
6,homogeneity,0.5305162663071884,49
7,adjusted_mutual_info,0.2705346242394921,49
8,V_measure,0.647723203287062,49
9,completeness,0.6743304780923114,49
10,homogeneity,0.6231359283167067,49
11,adjusted_mutual_info,0.36650647709823553,49
12,V_measure,0.6528960251403882,49
13,completeness,0.690446202895544,49
14,homogeneity,0.6192195365598503,49
15,adjusted_mutual_info,0.3913869510761334,49
16,V_measure,0.6527424837264072,49
17,completeness,0.678436354635019,49
18,homogeneity,0.6289237631190305,49
19,adjusted_mutual_info,0.3726846151862108,49
